"Major","Style","Year","Genre","OwnSingles","OwnSinglesLagged","PortfolioSize","Performance","Diversification","Demand","IndieSingles","MajorSingles","Proliferation","Complexity"
"sony","instrumental",2011,"hip-hop",0,0,4,0,0.12396694214876,0,1,0,0,3.60553438952519
"universal","instrumental",2011,"hip-hop",0,0,17,0,0.179584120982987,0,1,0,0,3.60553438952519
"warner","instrumental",2011,"hip-hop",0,0,11,0,0.137777777777778,0,1,0,0,3.60553438952519
"emi","instrumental",2011,"hip-hop",0,0,8,0,0.152777777777778,0,1,0,0,3.60553438952519
"sony","instrumental",2012,"hip-hop",0,0,9,0,0.0816326530612245,0,0,0,0,3.60553438952519
"universal","instrumental",2012,"hip-hop",0,0,22,0,0.150510204081633,0,0,0,0,3.60553438952519
"warner","instrumental",2012,"hip-hop",0,0,0,0,0,0,0,0,0,3.60553438952519
"sony","instrumental",2013,"hip-hop",0,0,2,0,0,0,0,0,0,3.60553438952519
"universal","instrumental",2013,"hip-hop",0,0,11,0,0.1171875,0,0,0,0,3.60553438952519
"warner","instrumental",2013,"hip-hop",0,0,5,0,0.140495867768595,0,0,0,0,3.60553438952519
"sony","instrumental",2014,"hip-hop",0,0,3,0,0.333333333333333,0,0,0,0,3.60553438952519
"universal","instrumental",2014,"hip-hop",0,0,6,0,0.111111111111111,0,0,0,0,3.60553438952519
"warner","instrumental",2014,"hip-hop",0,0,3,0,0.25,0,0,0,0,3.60553438952519
"sony","darkwave",2005,"rock",0,0,1,0,1,0,0,0,0,2.28192591615953
"universal","darkwave",2005,"rock",0,0,17,0,0.0752,0,0,0,0,2.28192591615953
"warner","darkwave",2005,"rock",0,0,7,0,0.14,0,0,0,0,2.28192591615953
"emi","darkwave",2005,"rock",0,0,8,0,0.164444444444444,0,0,0,0,2.28192591615953
"sony","darkwave",2006,"rock",0,0,7,0,0.0844444444444444,0,0,0,0,2.28192591615953
"universal","darkwave",2006,"rock",0,0,31,0,0.0664036817882972,0,0,0,0,2.28192591615953
"warner","darkwave",2006,"rock",0,0,8,0,0.140495867768595,0,0,0,0,2.28192591615953
"emi","darkwave",2006,"rock",0,0,12,0,0.07,0,0,0,0,2.28192591615953
"sony","darkwave",2007,"rock",0,0,10,0,0.1015625,0,0,0,0,2.40120730592285
"universal","darkwave",2007,"rock",0,0,23,0,0.0991398822996831,0,0,0,0,2.40120730592285
"warner","darkwave",2007,"rock",0,0,12,0,0.12962962962963,0,0,0,0,2.40120730592285
"emi","darkwave",2007,"rock",0,0,14,0,0.0915576694411415,0,0,0,0,2.40120730592285
"sony","darkwave",2008,"rock",0,0,5,0,0.135802469135802,0,0,0,0,2.40120730592285
"universal","darkwave",2008,"rock",0,0,35,0,0.0687077251690993,0,0,0,0,2.40120730592285
"warner","darkwave",2008,"rock",0,0,10,0,0.163265306122449,0,0,0,0,2.40120730592285
"emi","darkwave",2008,"rock",0,0,8,0,0.125,0,0,0,0,2.40120730592285
"sony","darkwave",2009,"rock",0,0,9,0,0.0987654320987654,0,2,0,0,4.52423641324628
"universal","darkwave",2009,"rock",0,0,26,0,0.087962962962963,0,2,0,0,4.52423641324628
"warner","darkwave",2009,"rock",0,0,7,0,0.0918367346938776,0,2,0,0,4.52423641324628
"emi","darkwave",2009,"rock",0,0,13,0,0.1072,0,2,0,0,4.52423641324628
"sony","darkwave",2010,"rock",0,0,6,0,0.222222222222222,0,0,0,0,4.52423641324628
"universal","darkwave",2010,"rock",0,0,20,0,0.112426035502959,0,0,0,0,4.52423641324628
"warner","darkwave",2010,"rock",0,0,4,0,0.135802469135802,0,0,0,0,4.52423641324628
"emi","darkwave",2010,"rock",0,0,11,0,0.1640625,0,0,0,0,4.52423641324628
"sony","darkwave",2011,"rock",0,0,4,0,0.12396694214876,0,0,0,0,4.52423641324628
"universal","darkwave",2011,"rock",0,0,17,0,0.179584120982987,0,0,0,0,4.52423641324628
"warner","darkwave",2011,"rock",0,0,11,0,0.137777777777778,0,0,0,0,4.52423641324628
"emi","darkwave",2011,"rock",0,0,8,0,0.152777777777778,0,0,0,0,4.52423641324628
"sony","darkwave",2012,"rock",0,0,9,0,0.0816326530612245,0,0,0,0,4.60980323974586
"universal","darkwave",2012,"rock",0,0,22,0,0.150510204081633,0,0,0,0,4.60980323974586
"warner","darkwave",2012,"rock",0,0,0,0,0,0,0,0,0,4.60980323974586
"sony","darkwave",2013,"rock",0,0,2,0,0,0,0,0,0,0
"universal","darkwave",2013,"rock",0,0,11,0,0.1171875,0,0,0,0,0
"warner","darkwave",2013,"rock",0,0,5,0,0.140495867768595,0,0,0,0,0
"sony","darkwave",2014,"rock",0,0,3,0,0.333333333333333,0,0,0,0,0
"universal","darkwave",2014,"rock",0,0,6,0,0.111111111111111,0,0,0,0,0
"warner","darkwave",2014,"rock",0,0,3,0,0.25,0,0,0,0,0
"sony","medieval",2005,"classical",0,0,1,0,1,0,0,0,0,NA
"universal","medieval",2005,"classical",0,0,17,0,0.0752,0,0,0,0,NA
"warner","medieval",2005,"classical",0,0,7,0,0.14,0,0,0,0,NA
"emi","medieval",2005,"classical",0,0,8,0,0.164444444444444,0,0,0,0,NA
"sony","medieval",2006,"classical",0,0,7,0,0.0844444444444444,0,0,0,0,NA
"universal","medieval",2006,"classical",0,0,31,0,0.0664036817882972,0,0,0,0,NA
"warner","medieval",2006,"classical",0,0,8,0,0.140495867768595,0,0,0,0,NA
"emi","medieval",2006,"classical",0,0,12,0,0.07,0,0,0,0,NA
"sony","medieval",2007,"classical",0,0,10,0,0.1015625,0,0,0,0,NA
"universal","medieval",2007,"classical",0,0,23,0,0.0991398822996831,0,0,0,0,NA
"warner","medieval",2007,"classical",0,0,12,0,0.12962962962963,0,0,0,0,NA
"emi","medieval",2007,"classical",0,0,14,0,0.0915576694411415,0,0,0,0,NA
"sony","medieval",2008,"classical",0,0,5,0,0.135802469135802,0,0,0,0,NA
"universal","medieval",2008,"classical",0,0,35,0,0.0687077251690993,0,0,0,0,NA
"warner","medieval",2008,"classical",0,0,10,0,0.163265306122449,0,0,0,0,NA
"emi","medieval",2008,"classical",0,0,8,0,0.125,0,0,0,0,NA
"sony","medieval",2009,"classical",0,0,9,0,0.0987654320987654,0,0,0,0,0
"universal","medieval",2009,"classical",0,0,26,0,0.087962962962963,0,0,0,0,0
"warner","medieval",2009,"classical",0,0,7,0,0.0918367346938776,0,0,0,0,0
"emi","medieval",2009,"classical",0,0,13,0,0.1072,0,0,0,0,0
"sony","medieval",2010,"classical",0,0,6,0,0.222222222222222,0,0,0,0,0
"universal","medieval",2010,"classical",0,0,20,0,0.112426035502959,0,0,0,0,0
"warner","medieval",2010,"classical",0,0,4,0,0.135802469135802,0,0,0,0,0
"emi","medieval",2010,"classical",0,0,11,0,0.1640625,0,0,0,0,0
"sony","medieval",2011,"classical",0,0,4,0,0.12396694214876,0,0,0,0,0
"universal","medieval",2011,"classical",0,0,17,0,0.179584120982987,0,0,0,0,0
"warner","medieval",2011,"classical",0,0,11,0,0.137777777777778,0,0,0,0,0
"emi","medieval",2011,"classical",0,0,8,0,0.152777777777778,0,0,0,0,0
"sony","medieval",2012,"classical",0,0,9,0,0.0816326530612245,0,0,0,0,0
"universal","medieval",2012,"classical",0,0,22,0,0.150510204081633,0,0,0,0,0
"warner","medieval",2012,"classical",0,0,0,0,0,0,0,0,0,0
"sony","medieval",2013,"classical",0,0,2,0,0,0,0,0,0,0
"universal","medieval",2013,"classical",0,0,11,0,0.1171875,0,0,0,0,0
"warner","medieval",2013,"classical",0,0,5,0,0.140495867768595,0,0,0,0,0
"sony","medieval",2014,"classical",0,0,3,0,0.333333333333333,0,0,0,0,0
"universal","medieval",2014,"classical",0,0,6,0,0.111111111111111,0,0,0,0,0
"warner","medieval",2014,"classical",0,0,3,0,0.25,0,0,0,0,0
"sony","chiptune",2005,"electronic",0,0,1,0,1,0,0,0,0,NA
"universal","chiptune",2005,"electronic",0,0,17,0,0.0752,0,0,0,0,NA
"warner","chiptune",2005,"electronic",0,0,7,0,0.14,0,0,0,0,NA
"emi","chiptune",2005,"electronic",0,0,8,0,0.164444444444444,0,0,0,0,NA
"sony","chiptune",2006,"electronic",0,0,7,0,0.0844444444444444,0,0,0,0,NA
"universal","chiptune",2006,"electronic",0,0,31,0,0.0664036817882972,0,0,0,0,NA
"warner","chiptune",2006,"electronic",0,0,8,0,0.140495867768595,0,0,0,0,NA
"emi","chiptune",2006,"electronic",0,0,12,0,0.07,0,0,0,0,NA
"sony","chiptune",2007,"electronic",0,0,10,0,0.1015625,0,0,0,0,NA
"universal","chiptune",2007,"electronic",0,0,23,0,0.0991398822996831,0,0,0,0,NA
"warner","chiptune",2007,"electronic",0,0,12,0,0.12962962962963,0,0,0,0,NA
"emi","chiptune",2007,"electronic",0,0,14,0,0.0915576694411415,0,0,0,0,NA
"sony","chiptune",2008,"electronic",0,0,5,0,0.135802469135802,0,0,0,0,4.9308011216641
"universal","chiptune",2008,"electronic",0,0,35,0,0.0687077251690993,0,0,0,0,4.9308011216641
"warner","chiptune",2008,"electronic",0,0,10,0,0.163265306122449,0,0,0,0,4.9308011216641
"emi","chiptune",2008,"electronic",0,0,8,0,0.125,0,0,0,0,4.9308011216641
"sony","chiptune",2009,"electronic",0,0,9,0,0.0987654320987654,0,0,0,0,3.57556487546604
"universal","chiptune",2009,"electronic",0,0,26,0,0.087962962962963,0,0,0,0,3.57556487546604
"warner","chiptune",2009,"electronic",0,0,7,0,0.0918367346938776,0,0,0,0,3.57556487546604
"emi","chiptune",2009,"electronic",0,0,13,0,0.1072,0,0,0,0,3.57556487546604
"sony","chiptune",2010,"electronic",0,0,6,0,0.222222222222222,0,0,0,0,3.57556487546604
"universal","chiptune",2010,"electronic",0,0,20,0,0.112426035502959,0,0,0,0,3.57556487546604
"warner","chiptune",2010,"electronic",0,0,4,0,0.135802469135802,0,0,0,0,3.57556487546604
"emi","chiptune",2010,"electronic",0,0,11,0,0.1640625,0,0,0,0,3.57556487546604
"sony","chiptune",2011,"electronic",0,0,4,0,0.12396694214876,0,1,0,0,0
"universal","chiptune",2011,"electronic",0,0,17,0,0.179584120982987,0,1,0,0,0
"warner","chiptune",2011,"electronic",0,0,11,0,0.137777777777778,0,1,0,0,0
"emi","chiptune",2011,"electronic",0,0,8,0,0.152777777777778,0,1,0,0,0
"sony","chiptune",2012,"electronic",0,0,9,0,0.0816326530612245,0,0,0,0,0
"universal","chiptune",2012,"electronic",0,0,22,0,0.150510204081633,0,0,0,0,0
"warner","chiptune",2012,"electronic",0,0,0,0,0,0,0,0,0,0
"sony","chiptune",2013,"electronic",0,0,2,0,0,0,0,0,0,0
"universal","chiptune",2013,"electronic",0,0,11,0,0.1171875,0,0,0,0,0
"warner","chiptune",2013,"electronic",0,0,5,0,0.140495867768595,0,0,0,0,0
"sony","chiptune",2014,"electronic",0,0,3,0,0.333333333333333,0,0,0,0,0
"universal","chiptune",2014,"electronic",0,0,6,0,0.111111111111111,0,0,0,0,0
"warner","chiptune",2014,"electronic",0,0,3,0,0.25,0,0,0,0,0
"sony","tango",2005,"latin",0,0,1,0,1,0,0,0,0,NA
"universal","tango",2005,"latin",0,0,17,0,0.0752,0,0,0,0,NA
"warner","tango",2005,"latin",0,0,7,0,0.14,0,0,0,0,NA
"emi","tango",2005,"latin",0,0,8,0,0.164444444444444,0,0,0,0,NA
"sony","tango",2006,"latin",0,0,7,0,0.0844444444444444,0,0,0,0,NA
"universal","tango",2006,"latin",0,0,31,0,0.0664036817882972,0,0,0,0,NA
"warner","tango",2006,"latin",0,0,8,0,0.140495867768595,0,0,0,0,NA
"emi","tango",2006,"latin",0,0,12,0,0.07,0,0,0,0,NA
"sony","tango",2007,"latin",0,0,10,0,0.1015625,0,0,0,0,3.41022830508658
"universal","tango",2007,"latin",0,0,23,0,0.0991398822996831,0,0,0,0,3.41022830508658
"warner","tango",2007,"latin",0,0,12,0,0.12962962962963,0,0,0,0,3.41022830508658
"emi","tango",2007,"latin",0,0,14,0,0.0915576694411415,0,0,0,0,3.41022830508658
"sony","tango",2008,"latin",0,0,5,0,0.135802469135802,0,0,0,0,3.41022830508658
"universal","tango",2008,"latin",1,0,35,0,0.0687077251690993,0,0,0,0,3.41022830508658
"warner","tango",2008,"latin",0,0,10,0,0.163265306122449,0,0,0,0,3.41022830508658
"emi","tango",2008,"latin",0,0,8,0,0.125,0,0,0,0,3.41022830508658
"sony","tango",2009,"latin",0,0,9,0,0.0987654320987654,0,0,0,1,0
"universal","tango",2009,"latin",0,1,26,0,0.087962962962963,0,0,0,0,0
"warner","tango",2009,"latin",0,0,7,0,0.0918367346938776,0,0,0,1,0
"emi","tango",2009,"latin",0,0,13,0,0.1072,0,0,0,1,0
"sony","tango",2010,"latin",0,0,6,0,0.222222222222222,0,0,0,0,0
"universal","tango",2010,"latin",0,0,20,0,0.112426035502959,0,0,0,0,0
"warner","tango",2010,"latin",0,0,4,0,0.135802469135802,0,0,0,0,0
"emi","tango",2010,"latin",0,0,11,0,0.1640625,0,0,0,0,0
"sony","tango",2011,"latin",0,0,4,0,0.12396694214876,0,0,0,0,0
"universal","tango",2011,"latin",0,0,17,0,0.179584120982987,0,0,0,0,0
"warner","tango",2011,"latin",0,0,11,0,0.137777777777778,0,0,0,0,0
"emi","tango",2011,"latin",0,0,8,0,0.152777777777778,0,0,0,0,0
"sony","tango",2012,"latin",0,0,9,0,0.0816326530612245,0,0,0,0,0
"universal","tango",2012,"latin",0,0,22,0,0.150510204081633,0,0,0,0,0
"warner","tango",2012,"latin",0,0,0,0,0,0,0,0,0,0
"sony","tango",2013,"latin",0,0,2,0,0,0,0,0,0,0
"universal","tango",2013,"latin",0,0,11,0,0.1171875,0,0,0,0,0
"warner","tango",2013,"latin",0,0,5,0,0.140495867768595,0,0,0,0,0
"sony","tango",2014,"latin",0,0,3,0,0.333333333333333,0,0,0,0,0
"universal","tango",2014,"latin",0,0,6,0,0.111111111111111,0,0,0,0,0
"warner","tango",2014,"latin",0,0,3,0,0.25,0,0,0,0,0
"sony","shoegaze",2005,"rock",0,0,1,0,1,0,1,0,0,NA
"universal","shoegaze",2005,"rock",0,0,17,0,0.0752,0,1,0,0,NA
"warner","shoegaze",2005,"rock",0,0,7,0,0.14,0,1,0,0,NA
"emi","shoegaze",2005,"rock",0,0,8,0,0.164444444444444,0,1,0,0,NA
"sony","shoegaze",2006,"rock",0,0,7,0,0.0844444444444444,0,0,0,0,NA
"universal","shoegaze",2006,"rock",0,0,31,0,0.0664036817882972,0,0,0,0,NA
"warner","shoegaze",2006,"rock",0,0,8,0,0.140495867768595,0,0,0,0,NA
"emi","shoegaze",2006,"rock",0,0,12,0,0.07,0,0,0,0,NA
"sony","shoegaze",2007,"rock",0,0,10,0,0.1015625,0,0,0,0,0
"universal","shoegaze",2007,"rock",0,0,23,0,0.0991398822996831,0,0,0,0,0
"warner","shoegaze",2007,"rock",0,0,12,0,0.12962962962963,0,0,0,0,0
"emi","shoegaze",2007,"rock",0,0,14,0,0.0915576694411415,0,0,0,0,0
"sony","shoegaze",2008,"rock",0,0,5,0,0.135802469135802,0,1,0,0,0
"universal","shoegaze",2008,"rock",0,0,35,0,0.0687077251690993,0,1,0,0,0
"warner","shoegaze",2008,"rock",0,0,10,0,0.163265306122449,0,1,0,0,0
"emi","shoegaze",2008,"rock",0,0,8,0,0.125,0,1,0,0,0
"sony","shoegaze",2009,"rock",0,0,9,0,0.0987654320987654,0,7,0,0,4.21173320715462
"universal","shoegaze",2009,"rock",0,0,26,0,0.087962962962963,0,7,0,0,4.21173320715462
"warner","shoegaze",2009,"rock",0,0,7,0,0.0918367346938776,0,7,0,0,4.21173320715462
"emi","shoegaze",2009,"rock",0,0,13,0,0.1072,0,7,0,0,4.21173320715462
"sony","shoegaze",2010,"rock",0,0,6,0,0.222222222222222,0,4,0,0,4.3581507904256
"universal","shoegaze",2010,"rock",0,0,20,0,0.112426035502959,0,4,0,0,4.3581507904256
"warner","shoegaze",2010,"rock",0,0,4,0,0.135802469135802,0,4,0,0,4.3581507904256
"emi","shoegaze",2010,"rock",0,0,11,0,0.1640625,0,4,0,0,4.3581507904256
"sony","shoegaze",2011,"rock",0,0,4,0,0.12396694214876,0,5,0,0,4.20203483420062
"universal","shoegaze",2011,"rock",0,0,17,0,0.179584120982987,0,5,0,0,4.20203483420062
"warner","shoegaze",2011,"rock",0,0,11,0,0.137777777777778,0,5,0,0,4.20203483420062
"emi","shoegaze",2011,"rock",0,0,8,0,0.152777777777778,0,5,0,0,4.20203483420062
"sony","shoegaze",2012,"rock",0,0,9,0,0.0816326530612245,0,3,0,0,3.74373447532232
"universal","shoegaze",2012,"rock",0,0,22,0,0.150510204081633,0,3,0,0,3.74373447532232
"warner","shoegaze",2012,"rock",0,0,0,0,0,0,3,0,0,3.74373447532232
"sony","shoegaze",2013,"rock",0,0,2,0,0,0,2,0,0,5.74940912388163
"universal","shoegaze",2013,"rock",0,0,11,0,0.1171875,0,2,0,0,5.74940912388163
"warner","shoegaze",2013,"rock",0,0,5,0,0.140495867768595,0,2,0,0,5.74940912388163
"sony","shoegaze",2014,"rock",0,0,3,0,0.333333333333333,0,0,0,0,0
"universal","shoegaze",2014,"rock",0,0,6,0,0.111111111111111,0,0,0,0,0
"warner","shoegaze",2014,"rock",0,0,3,0,0.25,0,0,0,0,0
"sony","chanson",2005,"pop",0,0,1,0,1,0,0,0,0,5.04607190494709
"universal","chanson",2005,"pop",0,0,17,0,0.0752,0,0,0,0,5.04607190494709
"warner","chanson",2005,"pop",0,0,7,0,0.14,0,0,0,0,5.04607190494709
"emi","chanson",2005,"pop",0,0,8,0,0.164444444444444,0,0,0,0,5.04607190494709
"sony","chanson",2006,"pop",0,0,7,0,0.0844444444444444,0,0,0,0,4.72636685633938
"universal","chanson",2006,"pop",0,0,31,0,0.0664036817882972,0,0,0,0,4.72636685633938
"warner","chanson",2006,"pop",0,0,8,0,0.140495867768595,0,0,0,0,4.72636685633938
"emi","chanson",2006,"pop",0,0,12,0,0.07,0,0,0,0,4.72636685633938
"sony","chanson",2007,"pop",0,0,10,0,0.1015625,0,0,0,0,3.70764920915171
"universal","chanson",2007,"pop",0,0,23,0,0.0991398822996831,0,0,0,0,3.70764920915171
"warner","chanson",2007,"pop",0,0,12,0,0.12962962962963,0,0,0,0,3.70764920915171
"emi","chanson",2007,"pop",0,0,14,0,0.0915576694411415,0,0,0,0,3.70764920915171
"sony","chanson",2008,"pop",0,0,5,0,0.135802469135802,0,0,0,0,0
"universal","chanson",2008,"pop",0,0,35,0,0.0687077251690993,0,0,0,0,0
"warner","chanson",2008,"pop",0,0,10,0,0.163265306122449,0,0,0,0,0
"emi","chanson",2008,"pop",0,0,8,0,0.125,0,0,0,0,0
"sony","chanson",2009,"pop",0,0,9,0,0.0987654320987654,0,0,0,0,0
"universal","chanson",2009,"pop",0,0,26,0,0.087962962962963,0,0,0,0,0
"warner","chanson",2009,"pop",0,0,7,0,0.0918367346938776,0,0,0,0,0
"emi","chanson",2009,"pop",0,0,13,0,0.1072,0,0,0,0,0
"sony","chanson",2010,"pop",0,0,6,0,0.222222222222222,7.33,0,0,0,3.97137962657375
"universal","chanson",2010,"pop",0,0,20,0,0.112426035502959,7.33,0,0,0,3.97137962657375
"warner","chanson",2010,"pop",1,0,4,0,0.135802469135802,7.33,0,0,0,3.97137962657375
"emi","chanson",2010,"pop",0,0,11,0,0.1640625,7.33,0,0,0,3.97137962657375
"sony","chanson",2011,"pop",0,0,4,0,0.12396694214876,0,0,0,1,0
"universal","chanson",2011,"pop",0,0,17,0,0.179584120982987,0,0,0,1,0
"warner","chanson",2011,"pop",0,1,11,0,0.137777777777778,0,0,0,0,0
"emi","chanson",2011,"pop",0,0,8,0,0.152777777777778,0,0,0,1,0
"sony","chanson",2012,"pop",0,0,9,0,0.0816326530612245,0,0,0,0,0
"universal","chanson",2012,"pop",0,0,22,0,0.150510204081633,0,0,0,0,0
"warner","chanson",2012,"pop",0,0,0,0,0,0,0,0,0,0
"sony","chanson",2013,"pop",0,0,2,0,0,0,0,0,0,0
"universal","chanson",2013,"pop",0,0,11,0,0.1171875,0,0,0,0,0
"warner","chanson",2013,"pop",0,0,5,0,0.140495867768595,0,0,0,0,0
"sony","chanson",2014,"pop",0,0,3,0,0.333333333333333,0,0,0,0,0
"universal","chanson",2014,"pop",0,0,6,0,0.111111111111111,0,0,0,0,0
"warner","chanson",2014,"pop",0,0,3,0,0.25,0,0,0,0,0
"sony","southern-rock",2005,"rock",0,0,1,0,1,0,0,0,0,0
"universal","southern-rock",2005,"rock",0,0,17,0,0.0752,0,0,0,0,0
"warner","southern-rock",2005,"rock",0,0,7,0,0.14,0,0,0,0,0
"emi","southern-rock",2005,"rock",0,0,8,0,0.164444444444444,0,0,0,0,0
"sony","southern-rock",2006,"rock",0,0,7,0,0.0844444444444444,0,0,0,0,0
"universal","southern-rock",2006,"rock",0,0,31,0,0.0664036817882972,0,0,0,0,0
"warner","southern-rock",2006,"rock",0,0,8,0,0.140495867768595,0,0,0,0,0
"emi","southern-rock",2006,"rock",0,0,12,0,0.07,0,0,0,0,0
"sony","southern-rock",2007,"rock",0,0,10,0,0.1015625,0,0,0,0,0
"universal","southern-rock",2007,"rock",0,0,23,0,0.0991398822996831,0,0,0,0,0
"warner","southern-rock",2007,"rock",0,0,12,0,0.12962962962963,0,0,0,0,0
"emi","southern-rock",2007,"rock",0,0,14,0,0.0915576694411415,0,0,0,0,0
"sony","southern-rock",2008,"rock",0,0,5,0,0.135802469135802,0,0,0,0,0
"universal","southern-rock",2008,"rock",0,0,35,0,0.0687077251690993,0,0,0,0,0
"warner","southern-rock",2008,"rock",0,0,10,0,0.163265306122449,0,0,0,0,0
"emi","southern-rock",2008,"rock",0,0,8,0,0.125,0,0,0,0,0
"sony","southern-rock",2009,"rock",0,0,9,0,0.0987654320987654,0,0,0,0,0
"universal","southern-rock",2009,"rock",0,0,26,0,0.087962962962963,0,0,0,0,0
"warner","southern-rock",2009,"rock",1,0,7,0,0.0918367346938776,0,0,0,0,0
"emi","southern-rock",2009,"rock",0,0,13,0,0.1072,0,0,0,0,0
"sony","southern-rock",2010,"rock",0,0,6,0,0.222222222222222,0,0,0,1,1.74218666045908
"universal","southern-rock",2010,"rock",0,0,20,0,0.112426035502959,0,0,0,1,1.74218666045908
"warner","southern-rock",2010,"rock",0,1,4,0,0.135802469135802,0,0,0,0,1.74218666045908
"emi","southern-rock",2010,"rock",0,0,11,0,0.1640625,0,0,0,1,1.74218666045908
"sony","southern-rock",2011,"rock",0,0,4,0,0.12396694214876,0,0,0,0,1.74218666045908
"universal","southern-rock",2011,"rock",0,0,17,0,0.179584120982987,0,0,0,0,1.74218666045908
"warner","southern-rock",2011,"rock",0,0,11,0,0.137777777777778,0,0,0,0,1.74218666045908
"emi","southern-rock",2011,"rock",0,0,8,0,0.152777777777778,0,0,0,0,1.74218666045908
"sony","southern-rock",2012,"rock",0,0,9,0,0.0816326530612245,0,0,0,0,1.74218666045908
"universal","southern-rock",2012,"rock",0,0,22,0,0.150510204081633,0,0,0,0,1.74218666045908
"warner","southern-rock",2012,"rock",0,0,0,0,0,0,0,0,0,1.74218666045908
"sony","southern-rock",2013,"rock",0,0,2,0,0,0,0,0,0,1.74218666045908
"universal","southern-rock",2013,"rock",0,0,11,0,0.1171875,0,0,0,0,1.74218666045908
"warner","southern-rock",2013,"rock",0,0,5,0,0.140495867768595,0,0,0,0,1.74218666045908
"sony","southern-rock",2014,"rock",0,0,3,0,0.333333333333333,0,0,0,0,1.74218666045908
"universal","southern-rock",2014,"rock",0,0,6,0,0.111111111111111,0,0,0,0,1.74218666045908
"warner","southern-rock",2014,"rock",0,0,3,0,0.25,0,0,0,0,1.74218666045908
"sony","country",2005,"folk-world-country",0,0,1,0,1,0,0,0,0,NA
"universal","country",2005,"folk-world-country",0,0,17,0,0.0752,0,0,0,0,NA
"warner","country",2005,"folk-world-country",0,0,7,0,0.14,0,0,0,0,NA
"emi","country",2005,"folk-world-country",0,0,8,0,0.164444444444444,0,0,0,0,NA
"sony","country",2006,"folk-world-country",0,0,7,0,0.0844444444444444,5.7,1,0,0,0
"universal","country",2006,"folk-world-country",0,0,31,0,0.0664036817882972,5.7,1,0,0,0
"warner","country",2006,"folk-world-country",0,0,8,0,0.140495867768595,5.7,1,0,0,0
"emi","country",2006,"folk-world-country",0,0,12,0,0.07,5.7,1,0,0,0
"sony","country",2007,"folk-world-country",0,0,10,0,0.1015625,0,0,0,0,0
"universal","country",2007,"folk-world-country",0,0,23,0,0.0991398822996831,0,0,0,0,0
"warner","country",2007,"folk-world-country",0,0,12,0,0.12962962962963,0,0,0,0,0
"emi","country",2007,"folk-world-country",0,0,14,0,0.0915576694411415,0,0,0,0,0
"sony","country",2008,"folk-world-country",0,0,5,0,0.135802469135802,0,0,0,0,0
"universal","country",2008,"folk-world-country",0,0,35,0,0.0687077251690993,0,0,0,0,0
"warner","country",2008,"folk-world-country",0,0,10,0,0.163265306122449,0,0,0,0,0
"emi","country",2008,"folk-world-country",0,0,8,0,0.125,0,0,0,0,0
"sony","country",2009,"folk-world-country",0,0,9,0,0.0987654320987654,12.31,1,0,0,0
"universal","country",2009,"folk-world-country",0,0,26,0,0.087962962962963,12.31,1,0,0,0
"warner","country",2009,"folk-world-country",0,0,7,0,0.0918367346938776,12.31,1,0,0,0
"emi","country",2009,"folk-world-country",0,0,13,0,0.1072,12.31,1,0,0,0
"sony","country",2010,"folk-world-country",0,0,6,0,0.222222222222222,28.12,1,0,0,0
"universal","country",2010,"folk-world-country",0,0,20,0,0.112426035502959,28.12,1,0,0,0
"warner","country",2010,"folk-world-country",0,0,4,0,0.135802469135802,28.12,1,0,0,0
"emi","country",2010,"folk-world-country",0,0,11,0,0.1640625,28.12,1,0,0,0
"sony","country",2011,"folk-world-country",0,0,4,0,0.12396694214876,0,0,0,0,0
"universal","country",2011,"folk-world-country",0,0,17,0,0.179584120982987,0,0,0,0,0
"warner","country",2011,"folk-world-country",0,0,11,0,0.137777777777778,0,0,0,0,0
"emi","country",2011,"folk-world-country",0,0,8,0,0.152777777777778,0,0,0,0,0
"sony","country",2012,"folk-world-country",0,0,9,0,0.0816326530612245,2.61,0,0,0,0
"universal","country",2012,"folk-world-country",0,0,22,0,0.150510204081633,2.61,0,0,0,0
"warner","country",2012,"folk-world-country",0,0,0,0,0,2.61,0,0,0,0
"sony","country",2013,"folk-world-country",0,0,2,0,0,10.31,0,0,0,0
"universal","country",2013,"folk-world-country",0,0,11,0,0.1171875,10.31,0,0,0,0
"warner","country",2013,"folk-world-country",0,0,5,0,0.140495867768595,10.31,0,0,0,0
"sony","country",2014,"folk-world-country",0,0,3,0,0.333333333333333,17.39,0,0,0,0
"universal","country",2014,"folk-world-country",0,0,6,0,0.111111111111111,17.39,0,0,0,0
"warner","country",2014,"folk-world-country",0,0,3,0,0.25,17.39,0,0,0,0
"sony","bass-music",2005,"electronic",0,0,1,0,1,0,0,0,0,NA
"universal","bass-music",2005,"electronic",0,0,17,0,0.0752,0,0,0,0,NA
"warner","bass-music",2005,"electronic",0,0,7,0,0.14,0,0,0,0,NA
"emi","bass-music",2005,"electronic",0,0,8,0,0.164444444444444,0,0,0,0,NA
"sony","bass-music",2006,"electronic",0,0,7,0,0.0844444444444444,0,0,0,0,0
"universal","bass-music",2006,"electronic",0,0,31,0,0.0664036817882972,0,0,0,0,0
"warner","bass-music",2006,"electronic",0,0,8,0,0.140495867768595,0,0,0,0,0
"emi","bass-music",2006,"electronic",0,0,12,0,0.07,0,0,0,0,0
"sony","bass-music",2007,"electronic",0,0,10,0,0.1015625,0,0,0,0,0
"universal","bass-music",2007,"electronic",0,0,23,0,0.0991398822996831,0,0,0,0,0
